#{"t_start": 1748360455.3771858, "env_id": "None"}
r,l,t
147.380412,48,129.537571
145.880608,48,129.617823
146.630412,49,129.695431
145.880217,49,129.771759
146.630412,48,129.848146
146.630022,49,129.936024
146.630412,48,130.005548
147.380217,48,130.096464
145.880608,48,130.171947
146.630412,48,130.244789
146.630412,48,130.348404
143.631193,48,130.428327
146.630022,50,130.501441
146.630608,48,130.589756
146.630217,49,130.659805
145.880412,50,130.733225
144.285574,49,130.818883
146.630412,48,130.902036
146.630608,48,130.980581
147.380022,49,131.055882
145.130803,48,131.128402
146.630022,49,131.200054
147.380217,48,131.286664
145.880803,48,131.369602
146.630217,49,131.455517
146.630608,48,131.528618
146.630022,50,133.608621
145.130803,48,133.661517
145.880217,50,133.749836
147.380412,48,133.835768
147.380217,48,133.908614
145.130803,48,133.976405
147.380217,48,134.042002
145.130412,49,134.109545
147.380412,48,134.176495
146.630412,48,134.242952
147.380217,48,134.312073
147.380217,48,134.389744
146.630412,48,134.469851
146.630608,48,134.555102
146.630412,48,134.649908
145.880412,49,134.723283
146.630412,48,134.811533
145.880803,48,134.911667
146.630412,48,134.985683
146.630412,48,135.059463
145.880998,48,135.144135
145.880803,48,135.217421
145.880608,48,135.29865
146.630412,48,135.361996
146.630412,48,135.415312
146.630412,48,135.487234
146.630412,48,135.555323
146.630608,48,135.626637
145.880803,48,135.707233
147.380217,48,135.79416
146.630412,48,135.872049
146.630608,48,135.93979
146.630412,48,136.014616
146.630412,48,136.090731
147.380217,48,136.167843
145.880412,49,136.242864
145.880412,49,136.313189
146.630022,50,136.3891
145.880608,48,136.455194
147.380217,48,136.524679
145.880608,49,136.612853
147.380412,48,136.69883
145.880217,50,136.771222
145.880803,48,139.105228
147.380217,48,139.175613
147.380217,48,139.246625
146.630608,48,139.338807
147.380412,48,139.438862
146.630412,48,139.507435
146.630608,48,139.575752
147.380217,48,139.649563
146.630412,48,139.727601
145.880217,49,139.798134
146.630022,49,139.889548
147.380217,48,139.972717
146.630412,48,140.044256
146.630217,50,140.1212
146.630412,48,140.195589
147.380217,48,140.266842
146.630412,48,140.336669
145.880608,48,140.409694
147.380022,49,140.484948
147.380022,49,140.557272
146.630412,48,140.633088
147.380022,49,140.714507
147.380217,48,140.813756
145.880608,49,140.896349
147.380217,48,140.985227
147.380217,48,141.049846
146.630608,48,141.120725
145.786335,48,141.186949
146.630412,48,141.253926
145.880608,48,141.322553
145.028591,47,141.396397
147.380412,48,141.46544
146.630412,49,141.537184
147.380217,48,141.606814
147.380412,48,141.692476
144.281333,49,141.792564
145.880217,50,141.871399
146.630412,48,141.960788
146.630412,48,142.035177
147.380412,48,142.106954
146.630608,48,142.184963
145.130803,48,142.25797
147.380217,48,144.675888
147.380217,48,144.741878
146.630217,49,144.8169
146.630608,48,144.892558
147.380608,48,144.971284
-63.956722,43,145.03072
145.880608,48,145.106959
146.630608,48,145.193532
144.380217,51,145.266453
146.630608,48,145.344563
145.880217,50,145.417463
145.880803,48,145.489497
145.880608,48,145.569437
145.130217,51,145.651082
145.880608,48,145.724703
145.130608,49,145.798722
147.380217,48,145.86975
147.380217,48,145.950875
146.630412,48,146.046765
147.380217,48,146.143622
146.630412,48,146.209829
146.630608,48,146.281673
145.130803,48,146.35113
146.630412,48,146.418847
147.380217,48,146.493673
146.630412,48,146.575686
146.630412,48,146.654572
146.630412,48,146.724566
145.130803,48,146.799414
145.880803,48,146.871434
146.53202,48,146.948747
145.880608,48,147.022823
146.630022,49,147.094623
147.380217,48,147.174836
147.380217,48,147.251286
147.380217,48,147.320331
146.630217,49,147.387114
146.630608,49,147.467245
147.380217,48,147.541224
145.880803,48,147.621204
146.630412,48,147.694525
147.380022,49,147.761807
145.880803,48,147.836136
147.380217,48,149.969756
145.782393,48,150.041285
146.630412,48,150.10961
145.130412,49,150.182818
145.880803,48,150.261864
146.630412,48,150.334585
145.130998,48,150.401937
146.630608,48,150.470619
146.630412,48,150.553646
146.630412,48,150.627274
147.380217,48,150.69963
145.880608,48,150.771084
147.380217,48,150.846895
145.880803,48,150.914544
146.630412,48,150.994915
146.630608,48,151.069705
146.630412,50,151.151674
146.630608,48,151.217785
145.130803,48,151.288197
146.630412,48,151.356761
145.880608,48,151.425198
145.130412,49,151.516594
145.880608,48,151.598417
147.380217,48,151.668584
145.880608,48,151.734946
145.880803,48,151.80318
145.880608,48,151.869427
145.880608,48,151.943635
146.630217,49,152.030058
145.880803,48,152.098009
145.880608,48,152.173079
146.630412,48,152.270926
145.880608,49,152.356605
145.880608,48,152.429826
146.630412,48,152.505188
147.380217,48,152.573546
146.630412,48,152.64507
146.630412,48,152.711281
146.630412,48,152.784737
147.380022,49,152.854845
146.630608,48,152.92218
144.380998,48,152.998
145.880412,49,155.164698
146.630412,48,155.232903
146.630217,49,155.312776
145.880608,48,155.381063
146.630217,50,155.47395
147.380217,48,155.56798
146.630412,48,155.635103
147.380217,48,155.704021
145.786139,49,155.779948
145.130998,48,155.847485
145.785178,49,155.915843
147.380217,48,155.990192
145.880608,48,156.079627
146.630608,48,156.157246
145.880608,48,156.22952
147.380217,48,156.311068
147.380022,49,156.386232
146.630412,48,156.459532
146.630412,48,156.531997
145.880608,48,156.612254
147.380217,48,156.683971
146.630412,48,156.770817
145.880998,48,156.836982
147.380412,48,156.909664
146.630608,48,156.98236
146.630412,48,157.056241
147.380217,48,157.123025
146.630412,48,158.383993
146.630412,48,158.448
147.380608,49,158.517507
147.380217,48,158.587724
147.380217,48,158.65404
146.630412,48,158.732064
145.880608,48,158.79955
146.630022,49,158.865716
147.380412,48,158.940556
146.630412,48,159.01365
146.630022,49,159.086786
146.630998,48,159.156786
147.380412,48,159.224642
147.380217,48,159.293643
146.630412,48,159.364606
145.880217,49,159.43288
145.130803,48,161.546674
146.630412,48,161.623195
146.630412,48,161.697228
146.630412,48,161.775131
147.380412,48,161.839502
146.630412,48,161.909483
145.880217,49,161.977757
146.630217,49,162.045021
147.380217,48,162.121805
145.880803,48,162.204369
145.880608,48,162.286984
146.630412,48,162.363978
147.380217,48,162.437668
146.630608,48,162.506811
145.880608,48,162.576201
147.380217,48,162.649715
147.380217,48,162.727658
147.380217,48,162.803711
146.630412,48,162.880999
146.630412,48,162.948344
146.630412,48,163.015773
147.380217,48,163.095992
145.880608,48,163.16572
145.880608,48,163.231929
146.630412,48,163.318851
147.380412,48,163.38976
145.880412,49,163.465489
145.880608,48,163.548757
146.630412,48,163.622587
146.630608,48,163.694841
145.880412,49,163.766325
146.631193,48,163.833014
145.880608,48,163.90179
146.630412,48,163.975429
145.130608,49,164.049983
147.380217,48,164.122568
147.380217,48,164.195471
146.630608,48,164.269899
146.630412,48,164.340548
145.880608,48,164.414461
145.880803,48,164.487639
145.032995,49,164.561829
147.380217,48,166.89098
145.880608,48,166.96424
146.630412,48,167.040295
146.630608,48,167.117814
145.130803,48,167.216181
145.881193,48,167.305331
146.630412,48,167.373866
145.130803,48,167.443759
146.630608,48,167.503313
145.880608,48,167.555844
145.880217,50,167.634106
145.880608,48,167.710792
146.630412,48,167.776117
145.130608,50,167.85199
145.880803,48,167.944814
146.630412,48,168.017769
143.533979,48,168.085986
146.630608,48,168.153818
144.380608,49,168.22538
144.380998,48,168.291537
146.630608,48,168.375606
146.630412,48,168.445225
145.130998,48,168.518463
145.880608,48,168.588733
145.880608,48,168.663155
145.880803,48,168.785237
145.880998,48,168.866146
146.630412,48,168.937906
145.130803,48,169.009839
145.880608,48,169.078799
146.630803,48,169.158191
146.630412,48,169.239849
146.630412,48,169.320801
145.130608,49,169.406313
145.130803,48,169.482793
145.130803,48,169.554596
145.880803,48,169.632722
145.880608,48,169.708489
145.880608,48,169.782975
145.130803,48,169.852804
144.280412,49,169.923236
145.880412,49,170.015185
145.880803,48,170.086859
145.880412,49,172.08777
146.630412,48,172.16182
146.630412,48,172.247636
146.630412,48,172.3347
147.380217,48,172.426162
147.380217,48,172.499867
147.380217,48,172.57041
147.380217,48,172.615003
146.630412,48,172.643351
147.380217,48,172.701853
147.380217,48,172.788534
146.630412,48,172.85794
146.630412,48,172.930633
146.630412,48,173.017008
147.380217,48,173.099559
146.630412,48,173.167942
145.880608,48,173.245606
147.380217,48,173.330654
146.630608,48,173.42957
146.630412,48,173.500984
147.380217,48,173.574718
147.380217,48,173.655092
146.630412,48,173.732621
146.630412,48,173.81876
146.630412,48,173.902517
146.630412,48,173.976947
147.380217,48,174.054962
146.630608,48,174.127103
145.880608,48,174.202783
146.630412,48,174.280731
145.880217,49,174.355164
147.380217,48,174.427105
147.380217,48,174.500458
146.630022,50,174.573152
147.380217,48,174.655044
147.380217,48,174.736169
145.880217,50,174.8115
145.130803,48,174.88261
147.380217,48,174.956064
147.380217,48,175.02736
146.630412,48,175.118383
147.380217,48,175.193041
147.380217,48,177.091697
147.380217,48,177.166563
147.380217,48,177.254268
146.630412,48,177.32363
147.380217,48,177.412677
146.630412,48,177.489706
145.880608,48,177.555845
147.380022,49,177.635574
147.380217,48,177.710781
145.880803,48,177.782805
146.630412,48,177.859991
146.630608,48,177.931804
147.380217,48,178.008382
145.880412,49,178.081763
145.880608,48,178.146586
147.380217,48,178.219543
147.380217,48,178.289591
145.880803,48,178.371588
146.630412,48,178.450177
147.380217,48,178.528455
146.630412,48,178.609643
147.380217,48,178.67529
146.630412,48,178.744806
146.630412,48,178.820627
147.380217,48,178.89788
146.630608,48,178.977323
145.880608,48,179.048039
147.380412,48,179.118488
147.380217,48,179.187567
145.880803,48,179.262526
147.380217,48,179.336661
147.380217,48,179.407314
147.380217,48,179.488718
147.380217,48,179.561899
145.880803,48,179.630955
147.380217,48,179.70167
146.630412,48,179.776159
146.630217,49,179.845732
146.630412,48,179.916991
147.380217,48,179.99462
145.130803,48,180.059936
147.380217,48,180.127088
145.780016,49,180.201339
145.880608,48,182.564939
146.630412,48,182.653924
146.630412,48,182.726693
145.880608,48,182.796382
145.880217,50,182.868447
147.380217,48,182.937726
145.880803,48,183.005579
146.630412,48,183.071678
146.630412,48,183.142677
145.130803,48,183.216134
146.630412,48,183.295813
146.630412,48,183.369598
145.880608,48,183.45185
147.380217,48,183.527331
145.880608,48,183.60257
145.880608,48,183.674006
146.630412,48,183.744818
146.630412,48,183.819677
145.781135,49,183.896046
146.630608,48,183.960552
146.630608,48,184.030044
146.630608,48,184.103868
145.880803,48,184.169713
145.880608,48,184.24498
146.630412,48,184.328474
146.630412,48,184.397468
146.630412,48,184.469721
145.880608,48,184.538844
145.880608,48,184.607682
145.880608,48,184.680628
146.630412,48,184.753048
146.630608,48,184.83135
146.630412,48,184.910593
146.630412,48,184.98672
-64.706527,43,185.042745
145.880608,48,185.118164
146.630608,48,185.187753
145.880608,48,185.255914
145.880803,48,185.340831
145.880608,48,185.414746
147.380217,48,185.485859
145.130803,48,185.579712
146.630412,48,185.649554
147.380217,48,188.135817
145.880608,48,188.21346
145.880803,48,188.307418
146.630412,48,188.391899
145.880608,48,188.471751
147.380217,48,188.507946
145.130803,48,188.568289
146.630412,48,188.637773
146.630412,48,188.720325
146.630412,48,188.7888
146.630412,48,188.855709
145.880608,48,188.939584
145.130803,48,189.032889
146.630412,48,189.102546
147.380217,48,189.189898
146.630412,48,189.261814
146.630412,48,189.333066
145.036335,49,189.411868
146.630412,48,189.486734
145.880608,48,189.55574
146.630412,48,189.622718
145.880412,49,189.690384
145.130803,48,189.764071
146.630412,48,189.83851
146.630412,48,189.904163
146.630608,48,189.981019
146.630412,48,190.049918
145.880608,48,190.130023
146.630412,48,190.206887
147.380412,48,190.282089
147.380217,48,190.350166
145.130803,48,190.420591
146.630608,48,190.493731
146.630412,48,190.575097
147.380217,48,190.66119
146.630412,48,190.73726
146.630412,48,190.806591
147.380217,48,190.879041
147.380217,48,190.952753
145.880608,49,191.025342
145.130803,48,191.092245
145.880608,48,191.161141
147.380217,48,193.349628
145.880608,48,193.420682
145.130998,48,193.492126
145.880608,48,193.564848
145.130803,48,193.638788
145.880608,48,193.728184
146.630412,48,193.813341
145.782591,48,193.894504
145.880608,48,193.972347
146.630608,48,194.040841
145.880608,48,194.108778
147.380412,48,194.179788
146.630217,49,194.250723
145.880608,48,194.319504
145.880608,48,194.410486
145.130803,48,194.479733
145.880998,48,194.559884
145.880608,48,194.635955
147.380217,48,194.715344
145.130803,48,194.787976
147.380217,48,194.858384
145.131193,48,194.939883
145.880608,48,195.01427
145.880608,48,195.084888
145.035766,47,195.164562
146.630412,48,195.247048
144.28518,52,195.33203
147.380217,48,195.41195
147.380217,48,195.504356
146.630412,48,195.580267
147.380217,48,195.654873
145.032789,48,195.728447
146.630412,48,195.786477
145.880608,48,195.878712
146.630412,48,195.964405
146.630412,48,196.046691
145.782393,48,196.121145
147.380217,48,196.187965
146.630412,48,196.265242
146.630412,48,196.341919
145.130803,48,197.738104
145.880608,48,197.807306
145.880803,48,197.876462
146.630412,48,199.410604
146.630608,48,199.475467
147.380217,48,199.540515
146.630412,48,199.607548
145.880608,48,199.67465
145.130803,48,199.747031
147.380217,48,199.811988
145.881193,48,199.882869
145.880608,48,199.949849
147.380412,48,200.015928
146.630412,48,200.086177
146.630412,48,200.15737
147.380217,48,200.231878
145.880803,48,200.303573
146.630412,48,200.378049
146.630412,48,200.444933
145.130803,48,200.514163
146.630412,48,200.585801
145.880803,48,200.661576
146.630608,48,200.731179
146.630412,48,200.82461
147.380217,48,200.905602
147.380217,48,200.989985
147.380217,48,201.058596
145.880803,48,201.131701
146.532239,48,201.20577
146.630412,48,201.285681
146.630412,48,201.354774
146.630412,48,201.433751
145.880608,48,201.510252
146.630412,48,201.587374
146.630412,48,201.657606
146.630412,48,201.744486
146.630412,48,201.816498
146.630412,48,201.893732
145.880608,48,201.963957
145.0341,48,202.044501
145.880608,48,202.118915
146.630412,48,202.186802
-82.753593,21,202.237178
145.880608,48,202.30972
147.380217,48,202.396864
145.880608,48,202.478348
144.380998,48,204.815663
146.630412,48,204.89084
146.630412,48,204.957644
145.880608,48,205.030374
146.630412,49,205.110187
146.630412,48,205.189766
146.630412,48,205.261099
145.880608,48,205.33293
146.630608,48,205.402097
146.630412,48,205.479661
146.630217,49,205.554746
146.630412,48,205.633954
147.380217,48,205.701858
146.630412,48,205.784576
147.380217,48,205.857895
147.380217,48,205.929711
147.380217,48,206.002603
146.630412,48,206.073692
146.630412,48,206.143997
146.630412,48,206.211037
147.380217,48,206.284298
147.380217,48,206.36586
146.630412,48,206.444944
145.880608,48,206.520336
146.630412,48,206.594143
147.380217,48,206.671808
146.630412,48,206.754623
147.380217,48,206.848314
146.630412,48,206.93294
145.880803,48,207.009626
147.380217,48,207.081375
146.630412,48,207.148246
145.880608,48,207.235971
145.880608,48,207.303606
147.380217,48,207.392893
146.630608,48,207.466125
145.880608,48,207.538444
146.630412,48,207.612887
145.130803,48,207.684309
147.380217,48,207.758905
147.380217,48,207.830555
145.880608,48,207.903115
145.130412,49,207.969756
146.630412,48,210.110014
145.880803,48,210.181832
145.880998,48,210.253783
147.380217,48,210.317239
145.130803,48,210.398825
146.630608,48,210.47168
145.880803,48,210.53849
145.881193,48,210.604208
145.880608,48,210.683977
145.131193,48,210.759607
146.630412,48,210.827028
146.630608,48,210.895327
146.630412,48,210.967939
145.880608,48,211.03573
145.131193,48,211.107366
146.630608,48,211.17847
145.880608,48,211.245822
145.130803,48,211.313135
145.880803,48,211.384771
145.880608,48,211.460397
147.380217,48,211.536997
146.630412,48,211.61476
147.380217,48,211.689757
145.130803,48,211.762777
146.630803,48,211.826838
146.630412,48,211.895597
145.880803,48,211.974093
147.380217,48,212.056046
146.630412,48,212.127
145.880803,48,212.199707
145.131193,48,212.275895
145.880608,48,212.342575
145.880608,48,212.414628
145.880608,48,212.486571
146.630803,48,212.558871
147.380217,48,212.631671
145.034209,48,212.727933
145.130803,48,212.796149
145.880608,48,212.86997
145.880803,48,212.942782
145.130803,48,213.015586
145.130803,48,213.08147
147.380217,48,215.210779
145.880803,48,215.280954
147.380217,48,215.359951
146.630412,48,215.436718
146.630803,48,215.503924
146.630412,48,215.587022
145.130998,48,215.655802
147.380217,48,215.722971
145.880608,48,215.794842
146.630412,48,215.864743
146.630608,48,215.932543
145.880803,48,216.000933
145.880608,48,216.066988
146.630412,48,216.136095
147.380217,48,216.212758
147.380217,48,216.286588
147.380217,48,216.355475
145.880803,48,216.421316
145.880608,49,216.487987
146.630412,48,216.55352
146.630412,48,216.637579
146.630412,48,216.705913
146.630608,48,216.787364
145.130803,48,216.863276
146.630412,48,216.931914
146.533704,48,216.999789
145.880608,48,217.086814
146.630412,48,217.159617
147.380217,48,217.237037
145.880998,48,217.303953
145.880803,48,217.38222
145.880608,48,217.450571
146.630412,48,217.519696
145.880803,48,217.592633
146.630412,48,217.661749
147.380217,48,217.728072
147.380217,48,217.799665
147.380022,49,217.87365
145.880608,48,217.947192
145.880803,48,218.01167
146.630412,48,218.078484
146.630412,48,218.177707
146.630412,48,218.246365
145.880608,48,220.598676
147.380217,48,220.674811
145.880608,48,220.753136
147.380217,48,220.826833
147.380217,48,220.901528
146.630608,48,220.984515
145.880608,48,221.061801
145.880608,48,221.14175
146.630412,48,221.218079
146.630608,48,221.300586
146.630412,48,221.381893
146.630608,48,221.478376
146.630412,48,221.556954
147.380217,48,221.630901
145.880608,48,221.699531
146.630412,48,221.780163
146.630412,48,221.85227
147.380217,48,221.943818
146.630608,48,222.016464
147.380217,48,222.075024
146.630608,48,222.162005
146.630412,48,222.227549
147.380217,48,222.291573
146.630412,48,222.363941
147.380217,48,222.435026
147.380217,48,222.498136
146.630412,48,222.574996
147.380217,48,222.646179
145.880998,48,222.724173
147.380217,48,222.806262
146.630608,48,222.880879
146.630412,48,222.935629
145.130608,49,222.97841
145.880608,48,223.054758
147.380217,48,223.132007
145.880608,48,223.204845
145.880803,48,223.274684
145.881388,48,223.346558
146.630608,48,223.412865
147.380217,48,223.482286
146.630608,48,223.549543
146.630608,48,223.623671
145.880608,48,226.031392
146.630608,48,226.103007
146.630412,48,226.182608
146.630608,48,226.253447
146.630412,48,226.322029
146.630412,48,226.386967
147.380217,48,226.462539
146.630412,48,226.557424
146.630412,48,226.626904
145.880608,48,226.695853
145.880608,48,226.766603
147.380217,48,226.837338
145.880412,49,226.905337
146.630412,48,226.978874
145.880803,48,227.071986
146.630803,48,227.136478
146.630412,48,227.222845
145.880608,48,227.29304
145.880608,48,227.360914
146.630412,48,227.431644
146.630608,48,227.510058
146.630412,48,227.576096
146.630608,48,227.648486
145.880608,48,227.720862
146.630412,48,227.791837
145.130803,48,227.861296
145.880803,48,227.932176
146.630412,48,228.010809
147.380217,48,228.081645
146.630412,48,228.154662
145.880803,48,228.231678
146.630608,48,228.304163
147.380217,48,228.372839
145.130803,48,228.438659
146.630608,48,228.507047
145.880608,48,228.573973
145.880412,49,228.654442
-82.753593,21,228.680482
145.786142,49,228.753258
145.880217,49,228.837137
145.880803,48,228.903098
146.630412,48,228.972669
145.880803,48,229.040253
146.630412,48,229.112406
145.131193,48,231.536314
146.630412,48,231.629793
145.130998,48,231.695132
147.380217,48,231.762229
146.630608,48,231.832906
146.630412,49,231.906669
145.880608,48,231.970161
144.381193,48,232.037594
147.380217,48,232.108642
146.630412,48,232.173559
146.630412,48,232.239844
145.880998,48,232.314767
147.380217,48,232.382023
146.630412,48,232.452835
145.880608,48,232.528196
146.630412,48,232.617992
147.380217,48,232.723055
146.630608,48,232.803518
146.536139,48,232.871746
146.630608,48,232.94335
146.630803,48,233.008805
146.630412,48,233.0916
145.880803,48,233.16943
146.630608,48,233.237929
147.380217,48,233.311584
145.880608,48,233.376532
146.630608,48,233.447506
145.880998,48,233.535707
145.880608,48,233.605486
147.380217,48,233.674719
145.782218,48,233.740144
145.880608,48,233.807549
144.381193,48,233.87274
145.880803,48,233.958469
146.630608,48,234.033415
145.880803,48,234.118717
145.880608,48,234.18834
146.630608,48,234.25667
145.130803,48,234.330919
147.380217,48,234.399762
146.630608,48,234.467282
147.380217,48,234.53644
145.881193,48,237.303021
145.880608,48,237.368888
145.880998,48,237.438944
145.880608,48,237.503553
146.630608,48,237.578584
145.130803,48,237.64695
146.630412,48,237.715655
145.880608,48,237.781767
146.630412,48,237.853947
146.630412,48,237.937448
146.630412,48,238.001629
146.630412,48,238.067911
146.630608,48,239.382317
146.630412,48,239.452204
146.630412,48,239.520843
146.630412,48,239.586487
146.630412,48,239.657149
146.630803,48,239.72605
145.880608,48,239.797486
146.630803,48,239.868129
144.380998,48,239.939466
147.380217,48,240.013054
145.880803,48,240.081751
146.630412,48,240.15044
145.880412,49,240.22217
146.630608,48,240.2927
147.380217,48,240.360621
145.880608,48,240.429911
145.880608,48,240.496351
145.880608,48,240.562501
145.880608,48,240.637735
146.630608,48,240.704687
146.630412,48,240.778182
145.880608,48,240.868142
145.880608,48,240.953847
146.630608,48,241.037094
145.130803,48,241.131249
147.380217,48,241.237123
147.380217,48,241.327801
146.630412,48,241.393203
147.380217,48,241.467634
145.880608,48,241.54512
145.130803,48,241.614802
146.630803,48,244.07766
146.630412,48,244.153179
145.880608,48,244.220511
147.379827,50,244.29381
145.880803,48,244.366054
145.880608,48,244.439582
146.630217,49,244.495537
146.630217,49,244.526206
147.380217,48,244.596228
146.630608,48,244.663813
146.630217,49,244.753932
145.880803,48,244.83554
146.630412,48,244.916245
146.630608,48,244.988376
147.380217,48,245.064434
146.630412,48,245.145943
146.630412,48,245.23782
146.630412,48,245.315654
146.630412,48,245.400734
146.630412,48,245.4679
146.630412,48,245.533432
146.630608,48,245.603843
145.880998,48,245.687691
146.630412,48,245.777335
146.630412,48,245.857612
146.630412,48,245.928283
145.880608,48,246.004403
147.380217,48,246.08758
146.630608,48,246.175289
146.630608,48,246.24939
146.630412,48,246.327227
146.630608,48,246.402475
146.630412,48,246.487233
145.035961,47,246.567898
145.880608,48,246.647533
145.880608,48,246.679713
147.380217,48,246.753882
146.630608,48,246.826997
147.380217,48,246.899415
146.630412,48,246.973412
146.630608,48,247.037033
147.380217,48,247.102817
146.630412,48,249.435341
147.380217,48,249.502612
145.784597,48,249.571648
145.880803,48,249.641311
145.880608,48,249.722723
146.630412,48,249.794914
145.880803,48,249.86432
147.380217,48,249.94249
145.880608,48,250.017105
147.380217,48,250.091826
145.880608,48,250.16297
147.380217,48,250.238089
145.880608,48,250.303736
147.380217,48,250.375854
145.880608,48,250.443171
147.380217,48,250.515809
147.380217,48,250.587465
146.630608,48,250.656875
146.630412,48,250.7265
147.380217,48,250.798678
145.881388,48,250.86829
146.630803,48,250.937914
146.630412,48,251.002563
145.880803,48,251.071898
145.880998,48,251.139524
146.630803,48,251.206829
146.630412,48,251.273586
145.880998,48,251.347239
146.630412,48,251.421403
147.380217,48,251.506633
145.880608,48,251.571488
147.380412,48,251.639897
145.131193,48,251.711815
147.380217,48,251.784485
145.880608,48,251.855361
145.880803,48,251.944434
146.630412,48,252.011124
145.880998,48,252.082498
146.630608,48,252.159816
145.880803,48,252.248171
146.630608,48,252.323078
146.630412,48,252.390715
145.880412,49,252.461343
146.630412,48,254.859875
145.880803,48,254.934407
145.880412,49,255.009699
146.630608,48,255.078327
146.630412,48,255.149977
146.630608,48,255.232398
146.630608,48,255.299789
145.130803,48,255.390259
145.880608,48,255.465389
147.380217,48,255.539851
145.130998,48,255.606117
147.380217,48,255.675519
146.630412,48,255.748712
145.130803,48,255.827821
144.380998,48,255.89948
145.880803,48,255.969544
145.880803,48,256.045165
146.630412,48,256.112318
145.131193,48,256.192963
145.880803,48,256.269704
143.631193,48,256.364911
146.630608,48,256.437162
147.380217,48,256.514315
146.630412,48,256.588471
146.630412,48,256.66676
145.880608,48,256.742373
147.380022,49,256.843021
145.880803,48,256.91277
146.630803,48,256.982584
145.880608,48,257.055549
145.880608,48,257.124167
145.880608,48,257.192257
146.630412,48,257.266127
147.380217,48,257.339521
145.880608,48,257.407675
145.131193,48,257.476484
146.630608,48,257.54863
146.630412,48,257.613253
145.130803,48,257.683639
146.630412,48,257.753504
146.529818,49,257.819734
147.380412,48,257.885973
145.880608,48,257.954102
145.880608,48,260.380966
144.380412,53,260.458101
145.130803,48,260.525852
145.130803,48,260.592123
145.880998,48,260.661346
145.880998,48,260.740279
147.380022,49,260.838704
145.880608,48,260.927464
146.630412,48,260.998267
145.880608,48,261.069686
147.380217,48,261.146101
146.630608,48,261.230848
147.380217,48,261.319348
146.630412,48,261.402509
145.131193,48,261.472213
145.880608,48,261.542363
146.630022,49,261.615972
146.630412,48,261.684196
145.880608,48,261.755539
145.880803,48,261.833657
146.630412,48,261.912903
145.880998,48,261.987668
145.880608,48,262.061807
146.630412,48,262.138605
146.630022,49,262.214309
146.630608,48,262.291302
146.630412,48,262.36245
145.880998,48,262.445091
147.380217,48,262.523163
146.630412,48,262.601437
145.880608,48,262.691433
147.380217,48,262.769571
147.380217,48,262.844432
145.880803,48,262.928735
146.630608,48,262.996932
147.380217,48,263.097244
145.880608,48,263.178757
146.630608,48,263.248683
145.880608,48,263.323617
146.630412,48,263.390751
146.630608,48,263.472043
146.630412,48,263.562901
145.880803,48,266.057468
147.380217,48,266.124254
146.630608,48,266.194103
146.630412,48,266.267761
147.380217,48,266.358233
146.630608,48,266.429743
147.380217,48,266.498142
145.880803,48,266.567942
146.630412,48,266.635557
146.630412,48,266.700219
145.130803,48,266.766018
146.630608,48,266.831396
147.380217,48,266.90368
145.880608,48,266.988804
147.380217,48,267.060546
145.880608,48,267.127947
147.380217,48,267.197918
146.630412,48,267.26779
145.131193,48,267.340497
147.380217,48,267.416232
145.880412,49,267.486802
146.630803,48,267.555639
146.630608,48,267.625794
145.130803,48,267.712601
145.880998,48,267.779468
146.630412,48,267.869604
145.880608,48,267.958525
146.630608,48,268.025798
146.630412,48,268.090969
146.630608,48,268.153969
145.881193,48,268.222826
145.880608,48,268.291953
146.630608,48,268.360527
147.380217,48,268.423812
146.630608,48,268.500977
146.630412,48,268.583859
145.130803,48,268.669436
145.880608,48,268.750464
145.130803,48,268.824896
145.880608,48,268.902971
146.630412,48,268.979555
145.130803,48,269.060743
146.630412,49,269.139295
146.630412,48,271.68859
147.380217,48,271.768657
147.380217,48,271.837304
-82.753398,21,271.863976
146.630803,48,271.942684
146.630412,48,272.013458
146.630412,48,272.087962
147.380217,48,272.162437
146.630412,48,272.233599
146.630412,48,272.304854
147.380217,48,272.376217
145.880998,48,272.444983
145.880803,48,272.511148
146.630412,48,272.57954
145.880608,48,272.652732
145.880608,49,272.747766
145.880608,48,272.817783
147.380217,48,272.884931
145.880803,48,272.957242
146.630412,48,273.040497
147.380217,48,273.110753
146.630412,48,273.182619
146.630412,48,273.269552
147.380217,48,273.350436
146.630412,48,273.427382
146.630412,48,273.501316
146.630412,48,273.572933
146.630412,48,273.638083
147.380217,48,273.713264
146.630412,48,273.782653
147.380022,49,273.854676
146.630217,49,273.925346
146.630608,48,273.996892
146.630412,48,274.071452
145.880608,48,274.143475
146.630412,48,274.21149
147.380217,48,274.281642
146.630412,48,274.358208
146.630412,48,274.436858
147.380022,49,274.511456
146.630412,48,274.578272
145.880608,48,274.650834
147.380217,48,274.718418
147.380217,48,276.82993
145.880608,48,276.898273
146.630412,48,276.967437
147.380217,48,277.035703
147.380217,48,277.106695
146.630412,48,277.186732
147.380217,48,277.263849
145.880608,48,277.335917
145.880608,48,277.405526
146.630412,48,277.470189
146.630412,48,277.538834
145.880608,48,277.605729
146.630412,48,277.677984
147.380412,48,277.760828
147.380217,48,277.830661
146.630412,48,277.897314
146.630412,48,277.963542
145.130803,48,278.043485
145.130803,48,278.115801
146.630412,48,278.19054
147.380217,48,278.266522
146.630412,48,278.334256
147.380217,48,278.404503
145.880608,48,278.475819
146.630803,48,278.5468
147.380217,48,280.092942
146.630803,48,280.161587
145.880803,48,280.228758
