#{"t_start": 1748360455.3771858, "env_id": "None"}
r,l,t
146.630412,48,280.293777
145.880608,48,280.359476
147.380217,48,280.425569
147.380217,48,280.491195
145.880608,48,280.560153
146.630412,48,280.636874
145.880608,48,280.704779
146.630412,48,280.770595
147.380217,48,280.844371
145.880608,48,280.911674
146.630608,48,280.979799
146.630412,48,281.051333
146.630608,48,281.12241
147.380217,48,281.193246
146.532434,48,281.260842
147.380217,48,283.319497
147.380217,48,283.389626
147.380217,48,283.46416
147.380217,48,283.545339
146.630412,48,283.612364
145.880608,48,283.684919
146.630412,48,283.757244
146.630412,48,283.829947
147.380217,48,283.901849
146.630608,48,283.967521
147.379827,50,284.037949
146.630412,48,284.117691
146.630412,48,284.199853
146.630412,48,284.271954
145.880803,48,284.337556
147.380217,48,284.405317
147.380217,48,284.47472
147.380217,48,284.543078
145.880608,48,284.612989
147.380217,48,284.679401
147.380217,48,284.750987
146.630412,48,284.821456
147.380217,48,284.897502
147.380217,48,284.976439
145.130998,48,285.051129
147.380217,48,285.117929
146.630412,48,285.185328
147.380217,48,285.260827
147.380022,49,285.334717
147.380217,48,285.408372
147.380217,48,285.482827
147.380217,48,285.555869
146.630608,48,285.625547
147.380217,48,285.690388
147.380217,48,285.757075
147.380217,48,285.824597
147.380217,48,285.89477
146.630412,48,285.976367
146.630412,48,286.041063
147.380217,48,286.107914
147.380217,48,286.17731
147.380217,48,286.253794
147.380217,48,288.652585
146.630608,48,288.71977
145.880998,48,288.798681
146.630608,48,288.863847
146.630412,48,288.934127
147.380412,48,289.000555
145.880803,48,289.072606
147.380412,48,289.146787
146.630412,48,289.216098
146.630412,48,289.300528
144.380803,49,289.390912
146.630412,48,289.475535
146.630412,48,289.546031
146.630412,48,289.61465
145.880803,48,289.688672
145.880803,48,289.760503
147.380217,48,289.829487
147.380217,48,289.897873
145.880608,48,289.964314
146.630412,48,290.033818
145.880412,49,290.107584
147.380217,48,290.178245
146.630608,48,290.252488
145.880803,48,290.330789
145.880803,48,290.414673
146.630412,48,290.479615
146.630412,48,290.55422
145.880803,48,290.619881
145.880608,48,290.691321
147.380217,48,290.773987
145.880803,49,290.849885
146.630412,48,290.93757
145.880998,48,291.016212
146.630412,48,291.091417
145.880608,48,291.166387
146.630608,48,291.24063
145.880608,48,291.313489
146.630412,48,291.404605
145.130803,48,291.475031
146.630412,48,291.543375
145.880998,48,291.627592
143.631388,48,291.697457
145.880608,48,291.78076
146.630412,48,294.336603
147.380022,49,294.408327
146.630412,48,294.49011
147.380217,48,294.558804
146.630412,48,294.624623
146.630412,48,294.704828
146.630608,48,294.778656
145.880998,48,294.855624
146.630412,48,294.931696
145.880608,48,295.010645
147.380217,48,295.080713
147.380217,48,295.155152
146.630412,48,295.238585
146.630608,48,295.305763
147.380412,48,295.384801
147.380217,48,295.457506
146.630608,48,295.529342
145.880608,48,295.603616
146.630412,48,295.684734
147.380217,48,295.749588
145.880608,48,295.815714
146.630412,49,295.882606
145.880803,48,295.95455
146.630412,48,296.022358
145.880608,48,296.087991
147.380217,48,296.156039
147.380217,48,296.245678
145.880998,48,296.323129
145.880608,48,296.389378
145.881193,48,296.466383
145.880803,48,296.540093
145.880608,48,296.619388
146.630608,48,296.68449
145.880608,48,296.767882
145.880608,48,296.836252
146.630022,49,296.921405
147.380217,48,296.994192
145.880803,48,297.069683
146.630412,48,297.170429
147.380217,48,297.244462
147.380217,48,297.313901
147.380217,48,297.387116
147.380217,48,299.712716
145.880803,48,299.789609
145.880998,48,299.862324
147.380217,48,299.931643
146.630412,48,299.998276
147.380217,48,300.068515
146.630412,48,300.148142
145.880608,48,300.216997
146.630608,48,300.292384
145.880803,48,300.376831
145.130803,48,300.459633
147.380217,48,300.547248
146.630412,48,300.622516
146.630412,48,300.689578
145.881193,48,300.757766
146.630412,48,300.82782
146.630803,48,300.905747
146.630803,48,300.981645
146.630803,48,301.047856
146.630608,48,301.114022
147.380217,48,301.183678
146.630412,49,301.261006
146.630412,48,301.331671
146.630412,48,301.415679
147.380217,48,301.50133
145.130803,48,301.575756
145.131193,48,301.622566
145.880803,48,301.696513
145.880803,48,301.779618
146.630412,48,301.852185
145.130803,48,301.925977
145.687306,48,302.002426
145.130803,48,302.076591
146.630412,48,302.153734
145.880608,48,302.225619
145.880608,48,302.292974
145.130803,48,302.36607
147.380022,49,302.440716
147.380217,48,302.506666
145.880608,48,302.580289
146.630803,48,302.653861
145.880608,48,302.72455
145.130803,49,302.80765
146.630608,48,305.215772
145.130803,48,305.283384
147.380217,48,305.387626
146.630412,48,305.465799
147.380412,48,305.540832
146.630412,48,305.638059
146.630412,49,305.73336
146.630412,48,305.803228
146.630608,48,305.876683
147.380217,48,305.950824
145.880803,48,306.019502
145.880608,48,306.095182
145.880608,48,306.175461
146.630608,48,306.258137
147.380217,48,306.324001
145.880608,48,306.39861
146.630412,48,306.475463
145.880608,48,306.573861
145.880803,48,306.642498
146.630412,48,306.710701
146.630412,48,306.808745
146.630803,48,306.882072
145.880608,48,306.965919
147.380022,49,307.033536
145.880608,48,307.123822
146.630412,48,307.188422
146.630608,48,307.282256
146.630412,48,307.359463
146.630412,48,307.432621
147.380217,48,307.506531
146.630412,48,307.581174
145.880608,48,307.650774
146.630608,48,307.760799
146.630412,48,307.835613
147.380412,48,307.923769
147.380217,48,308.002508
146.630412,48,308.090615
147.380217,48,308.163652
145.880608,48,308.240543
145.880998,48,308.333714
145.880803,48,308.441563
147.380217,48,308.536973
145.880608,48,308.616123
147.380217,48,311.014172
145.880608,48,311.050831
146.630608,48,311.105866
146.630608,48,311.175478
146.630217,49,311.260152
146.630412,48,311.334537
146.630412,48,311.413687
147.380217,48,311.501077
146.630412,48,311.571041
145.880608,48,311.653194
145.880608,48,311.724471
145.880608,48,311.809524
146.630412,48,311.895043
146.630608,48,311.980583
147.380217,48,312.048718
147.380217,48,312.117132
145.880608,48,312.1904
147.380217,48,312.258718
147.380217,48,312.335072
145.880608,49,312.420717
146.630217,49,312.488533
146.630412,48,312.569671
145.880803,48,312.641891
145.130998,48,312.709983
145.880998,48,312.781012
147.380217,48,312.866759
147.380022,49,312.941826
147.380217,48,313.068151
147.380217,48,313.169789
147.380217,48,313.249726
146.630608,48,313.335732
146.630412,48,313.438805
146.630412,48,313.529684
146.630412,48,313.601939
147.380217,48,313.674222
146.630412,48,313.769922
147.380217,48,313.838633
147.380217,48,313.913778
147.380217,48,313.984665
147.380217,48,314.060742
145.880608,48,314.133273
146.630608,48,314.201465
146.630412,48,315.948699
146.630412,48,316.011368
146.630412,48,316.068171
146.630608,48,316.133919
146.630412,48,316.199897
145.880608,48,316.270005
145.880608,48,316.355537
146.630412,48,316.430394
147.380217,48,316.509531
145.880608,48,316.586914
145.880608,48,316.656721
146.630412,48,316.739006
-82.003789,21,316.784559
145.880803,48,316.857596
145.880998,48,316.946483
146.630412,48,317.060162
147.380217,48,317.13982
147.380217,48,317.229126
147.380217,48,317.311318
145.880998,49,317.386729
146.630412,48,317.483362
146.630412,48,317.555417
146.630412,48,317.632337
145.880608,48,317.704567
146.630412,48,317.777188
147.380217,48,317.847569
147.380217,48,317.926067
146.630412,48,318.01351
145.880803,48,318.081797
146.630412,48,318.162374
146.630217,49,318.240321
147.380217,48,318.346995
146.630803,48,318.418445
146.630608,48,318.503763
146.630412,48,318.579347
145.880608,48,318.666502
146.630412,48,318.736966
146.630412,48,318.81333
147.380217,48,318.884485
145.880803,48,318.948441
146.630608,48,320.455769
146.630608,48,320.524256
146.630412,48,320.590908
147.380217,48,322.070716
147.380217,48,322.136854
147.380217,48,322.203529
146.630412,48,322.270126
147.380217,48,322.339096
147.380217,48,322.406069
146.630803,48,322.48347
147.380217,48,322.549805
146.630412,48,322.620136
145.880803,48,322.695066
146.630412,48,322.774542
146.630412,48,322.856585
144.380998,48,322.925796
146.630412,48,323.007406
146.630608,48,323.084809
146.630608,48,323.182731
146.630608,48,323.253403
146.630022,49,323.321642
146.630412,48,323.389623
145.880998,48,323.456785
145.880998,48,323.52627
147.380217,48,323.596454
147.380217,48,323.6792
145.880608,48,323.750706
146.630608,48,323.825353
145.880608,48,323.891708
147.380217,48,323.955945
145.880608,48,324.033763
146.630412,48,324.109402
146.630412,48,324.187474
146.630412,48,324.270881
147.380217,48,324.34587
147.380217,48,324.41376
146.630412,48,324.496833
146.630608,48,324.567107
147.380022,49,324.632215
146.630608,48,324.699999
146.630412,48,324.772437
146.630412,48,324.83823
147.380217,48,324.905921
145.880803,48,324.972203
147.380217,48,325.050865
145.880608,48,325.125055
147.380217,48,327.309261
146.630217,49,327.382716
146.630217,49,327.451999
146.630412,48,327.535015
147.380217,48,327.616749
145.880608,48,327.687717
146.530745,50,327.758563
147.380217,48,327.836018
147.380217,48,327.908699
145.880608,48,327.976979
145.880998,48,328.055468
147.380217,48,328.124269
147.380217,48,328.194019
146.630412,48,328.286422
145.880803,48,328.357038
147.380217,48,328.428067
147.380217,48,328.531592
145.880803,48,328.614352
147.380217,48,328.684895
146.630608,48,328.761947
145.880608,48,328.835703
147.380022,49,328.905889
145.880608,48,328.983459
147.380217,48,329.058741
146.630412,48,329.133719
145.880608,48,329.209655
147.380217,48,329.290246
146.630412,48,329.35691
145.880608,48,329.433712
146.630412,48,329.510814
146.630412,48,329.587528
147.380217,48,329.656898
146.630412,48,329.730348
147.380217,48,329.803772
147.380217,48,329.878143
146.629632,53,329.955198
146.630803,48,330.027052
146.630803,48,330.097662
147.380217,48,330.166327
146.630412,48,330.234091
147.380217,48,330.311223
145.879632,54,330.395982
146.630412,48,332.629432
146.630608,48,332.698645
147.380217,48,332.774617
146.630412,48,332.855096
145.880803,48,332.927809
147.380217,48,332.998881
145.880803,48,333.069224
146.630412,48,333.153636
147.380217,48,333.223801
147.380217,48,333.302672
146.630412,48,333.370043
145.880803,48,333.437875
147.380217,48,333.5194
146.630412,49,333.593671
146.630217,49,333.674288
146.630412,48,333.749585
146.630412,48,333.818592
146.630412,48,333.912041
147.380217,48,333.998106
147.380217,48,334.071416
146.630412,48,334.140367
146.630412,48,334.214242
146.630217,49,334.286957
146.630217,49,334.376302
145.880608,48,334.441963
145.880608,48,334.513985
147.380022,49,334.613469
146.630412,48,334.711076
147.380217,48,334.780202
147.380217,48,334.851732
146.630412,48,334.921873
146.630412,48,334.986498
146.630412,48,335.057492
146.630608,48,335.133508
146.630412,48,335.202347
147.380217,48,335.274776
147.380217,48,335.354626
145.880803,48,335.424091
146.630412,48,335.491403
146.630608,48,335.566342
147.380217,48,335.634845
145.880608,48,335.709972
147.380217,48,335.792562
145.880803,48,337.965459
147.380217,48,338.043967
147.380217,48,338.126811
147.380217,48,338.199076
146.630608,48,338.271202
146.630412,48,338.347119
145.880803,48,338.429942
147.380217,48,338.505987
147.380217,48,338.577487
147.380217,48,338.642667
146.630412,48,338.707789
147.380217,48,338.776311
145.880998,48,338.847075
147.380217,48,338.914162
147.380217,48,339.021798
147.380217,48,339.093925
147.380217,48,339.161559
145.880803,48,339.225306
147.380217,48,339.296048
147.380217,48,339.378517
147.380217,48,339.441739
147.380217,48,339.498838
146.630412,48,339.576082
146.630608,48,339.64822
147.380217,48,339.723728
146.630608,48,339.818595
147.380217,48,339.901404
147.380217,48,339.977074
146.630608,48,340.049249
147.380217,48,340.118554
146.630412,48,340.184327
146.630412,48,340.248728
147.379827,50,340.318568
146.630803,48,340.393457
146.630412,48,340.460312
147.380217,48,340.527344
147.380217,48,340.607625
147.380217,48,340.701504
146.630412,48,340.770225
147.380217,48,340.840362
147.380217,48,340.91333
146.630412,48,340.983307
145.880608,48,341.06797
146.630412,48,343.311571
147.380217,48,343.391947
147.380217,48,343.476032
147.380217,48,343.544681
147.380217,48,343.629324
146.630412,48,343.704278
147.380217,48,343.783968
147.380217,48,343.871318
147.380217,48,343.959031
147.380217,48,344.033772
147.380217,48,344.125744
147.380217,48,344.223428
147.380217,48,344.322403
147.380217,48,344.395356
146.630412,48,344.471057
146.630412,48,344.546763
147.380022,49,344.623581
147.380217,48,344.722703
147.380217,48,344.816006
146.630022,49,344.899773
147.380217,48,344.97373
147.380217,48,345.041461
147.380217,48,345.076717
147.380217,48,345.136902
147.380217,48,345.21889
147.380217,48,345.28839
147.380217,48,345.365601
145.880608,48,345.43889
147.380217,48,345.514437
147.380217,48,345.602063
147.380217,48,345.674021
147.380217,48,345.823308
146.630217,49,345.899833
146.630608,48,345.983849
147.380217,48,346.067753
147.380022,49,346.143537
147.380217,48,346.217931
147.380217,48,346.285821
146.630608,48,346.362382
147.380217,48,346.426434
146.630412,48,346.501867
146.630608,48,346.583315
146.630217,49,348.91822
147.380217,48,348.988614
147.380217,48,349.058736
147.380217,48,349.145813
146.630022,49,349.213394
147.380022,49,349.286543
147.380217,48,349.357001
146.630412,48,349.452623
147.380217,48,349.5301
147.380217,48,349.597016
147.380217,48,349.669895
147.380217,48,349.75019
147.380022,49,349.846355
147.380217,48,349.928662
146.630412,48,350.0037
146.630608,48,350.077574
147.380217,48,350.149928
147.380217,48,350.217618
147.380217,48,350.288326
147.380217,48,350.374669
147.380217,48,350.4443
146.630412,49,350.516358
146.630608,48,350.587078
147.380022,49,350.658392
146.630412,48,350.751656
147.380217,48,350.841925
147.380217,48,350.911592
146.630412,48,351.016979
147.380217,48,351.120625
147.380217,48,351.194826
147.380217,48,351.260366
146.630412,48,351.343572
147.380217,48,351.419992
147.380217,48,351.501765
146.630608,48,351.573566
147.380217,48,351.65373
147.380217,48,351.723705
147.380217,48,351.794377
147.380217,48,351.870827
147.380217,48,351.941856
147.380217,48,352.015537
146.532044,49,352.089251
147.380217,48,352.170412
147.380217,48,354.150951
147.380217,48,354.219325
146.630412,48,354.293421
147.380217,48,354.370465
147.380217,48,354.489835
147.380217,48,354.574539
146.630412,48,354.653661
147.380217,48,354.742671
147.380217,48,354.820512
147.380217,48,354.919671
147.380217,48,355.009899
147.380022,49,355.083767
147.380217,48,355.176948
147.380217,48,355.261266
146.630412,48,355.332464
147.380217,48,355.394559
147.380217,48,355.431173
147.380217,48,355.468219
146.630217,49,355.534307
147.380217,48,355.608512
147.380217,48,355.6969
147.380217,48,355.769563
147.380217,48,355.863416
147.380217,48,355.937908
145.880608,48,356.008502
147.380217,48,356.093521
146.630608,48,356.176444
147.380217,48,356.251684
147.380217,48,356.337525
147.380217,48,356.433374
147.380217,48,356.500197
147.380217,48,356.564409
147.380217,48,356.641677
147.380217,48,356.713544
147.380217,48,356.82481
147.380217,48,356.902358
147.380217,48,356.984184
147.380217,48,357.06856
146.629632,53,357.137842
147.380217,48,357.209561
147.380217,48,357.291465
147.380217,48,357.35681
147.380217,48,359.496638
146.630412,48,359.567913
147.380217,48,359.646161
146.630412,48,359.737842
146.630412,48,359.809468
147.380217,48,359.910625
146.630608,48,359.992755
146.630412,48,360.065912
147.380217,48,360.134525
147.380217,48,360.224376
147.380217,48,360.306505
147.380217,48,360.928555
146.630412,49,360.956544
146.630608,48,360.985031
147.380217,48,361.012048
146.630412,48,361.038584
147.380217,48,361.067968
147.380217,48,361.096832
147.380217,48,361.124398
146.630217,49,361.153506
147.380217,48,361.18184
147.380217,48,361.20883
147.380217,48,361.237488
146.630608,48,361.264506
145.880608,48,361.293425
147.380217,48,361.321527
147.380217,48,361.349546
146.630608,48,361.376836
146.630608,48,361.404867
146.630803,48,361.432058
147.380217,48,361.460581
147.380217,48,361.487125
147.380217,48,361.520384
145.880608,48,361.549548
146.630608,48,361.577093
147.380217,48,361.603645
147.380217,48,361.630691
147.380217,48,361.658539
147.380217,48,361.686073
146.630412,48,361.713604
147.380217,48,361.740646
146.630412,48,361.768171
147.380217,48,361.795725
147.380217,48,362.503286
147.380217,48,362.533443
146.630412,48,362.560227
147.380217,48,362.587018
145.130803,48,362.615456
147.380217,48,362.643299
146.630608,48,362.671354
146.630412,48,362.704754
146.630608,48,362.737405
147.380217,48,362.765745
147.380217,48,362.792188
146.630412,48,362.82144
146.630608,48,362.849481
146.630412,48,362.877746
145.880803,48,362.905419
146.630412,48,362.933533
145.880608,48,362.961828
145.880608,48,362.989836
145.880608,48,363.017414
147.380217,48,363.044728
146.630412,48,363.073435
146.630412,48,363.10168
147.380217,48,363.129956
145.881193,48,363.158705
147.380217,48,363.185185
146.630412,48,363.21221
146.630412,48,363.239861
146.630608,48,363.26875
147.380217,48,363.296886
146.630412,48,363.324491
146.630412,48,363.352517
145.130998,48,363.37914
147.380217,48,363.406446
147.380217,48,363.433711
147.380217,48,363.460183
147.380217,48,363.488079
145.880803,48,363.515664
147.380412,48,363.545088
146.630412,48,363.572146
145.880803,48,363.60096
146.630412,48,363.629119
146.630412,48,363.657799
145.880803,48,363.685764
147.380217,48,364.388551
147.380217,48,364.416095
146.630608,48,364.445137
147.380217,48,364.47217
146.630412,48,364.500918
146.630608,48,364.528207
147.380217,48,364.556417
147.380217,48,364.584434
145.880608,48,364.611196
145.880803,48,364.641003
146.630412,48,364.669601
147.380217,48,364.697791
147.380217,48,364.725605
147.380217,48,364.754167
145.880803,48,364.783299
147.380217,48,364.811372
147.380217,48,364.840847
146.630412,48,364.868961
147.380217,48,364.897129
146.630412,48,364.923291
146.630803,48,364.953281
147.380217,48,364.982319
147.380217,48,365.010545
147.380217,48,365.039651
146.630608,48,365.068388
145.880608,48,365.096929
147.380217,48,365.125494
147.380217,48,365.154222
147.380217,48,365.181971
146.630412,48,365.210448
147.380217,48,365.238111
146.630608,48,365.266651
146.630412,48,365.294644
146.630412,48,365.323662
147.380217,48,365.352409
147.380217,48,365.379941
146.630608,48,365.407586
147.380022,49,365.435292
145.880608,48,365.463335
147.380217,48,365.491765
146.630412,48,365.519307
147.380022,49,365.548049
147.380217,48,366.241555
147.380217,48,366.269142
146.630608,48,366.297576
147.380217,48,366.324368
145.881193,48,366.351941
147.380217,48,366.379657
146.630412,48,366.408239
146.630412,48,366.436468
147.380217,48,366.464251
145.880998,48,366.492319
145.880608,48,366.550334
145.880608,48,366.678712
144.278006,52,366.790609
147.380217,48,366.865575
146.630803,48,366.949563
147.380217,48,367.015089
147.380217,48,367.083566
147.380217,48,367.152538
146.630412,48,367.219084
145.880608,48,367.291059
145.880608,48,367.371697
146.630412,48,367.446213
145.130803,48,367.54384
146.630412,48,367.628518
146.630412,48,367.700029
147.380217,48,367.781611
145.880608,48,367.85724
146.630412,48,367.931974
147.380217,48,368.010107
146.630412,48,368.080197
147.380217,48,368.148028
146.630412,48,368.227198
147.380217,48,368.32886
147.380217,48,368.425328
147.380217,48,368.501482
145.880608,48,368.577353
145.880998,48,368.675967
147.380217,48,368.763493
146.630412,48,368.875958
147.380217,48,368.954612
146.630412,48,369.039357
145.130803,48,369.121644
147.380217,48,369.20205
145.880803,48,371.476005
146.630412,48,371.592131
145.880608,48,371.669415
147.380217,48,371.733711
147.380217,48,371.804357
146.630412,48,371.875015
146.630412,48,371.948137
145.880608,48,372.025173
145.880998,48,372.099316
146.630412,48,372.189439
147.380217,48,372.282264
147.380217,48,372.374188
145.880608,48,372.447072
146.630412,48,372.516894
147.380217,48,372.603713
146.630412,48,372.679363
146.630412,48,372.760624
147.380217,48,372.834559
145.880608,48,372.915695
146.630412,48,372.995911
146.630412,48,373.094116
147.380217,48,373.187216
147.380217,48,373.256551
146.630412,48,373.349966
146.630412,48,373.43111
145.880608,48,373.503731
146.630412,48,373.574841
146.630412,48,373.653704
146.630412,48,373.725327
146.630412,48,373.807448
146.630412,48,373.887701
146.630412,48,373.973745
145.880608,48,374.039021
146.630608,48,374.104676
146.630412,48,374.173374
146.630412,48,374.23904
147.380217,48,374.305454
146.630803,48,374.372547
146.630412,48,374.43943
146.630608,48,374.526496
146.630412,48,374.617572
146.630803,48,374.689729
145.880608,48,376.734943
147.380217,48,376.81234
145.130803,48,376.899644
145.880608,48,376.985823
146.630412,48,377.059974
147.380217,48,377.138148
145.880608,48,377.225128
146.630412,48,377.306817
147.380217,48,377.384476
145.880608,48,377.461626
-64.706527,43,377.530243
147.380217,48,377.61841
147.380217,48,377.696256
147.380217,48,377.771429
147.380217,48,377.842719
147.380022,49,377.908333
146.630412,48,378.014478
146.630412,48,378.094828
147.380217,48,378.188583
145.880608,48,378.274428
145.880608,48,378.352036
147.380217,48,378.441251
145.880608,48,378.510669
147.380217,48,378.584329
147.380217,48,378.67729
146.630608,48,378.761971
145.880217,49,378.852127
147.380217,48,378.941841
146.630803,48,379.022169
147.380217,48,379.097824
147.380217,48,379.168726
145.880608,48,379.255886
146.630412,48,379.339513
146.630412,48,379.449659
147.380217,48,379.539143
147.380217,48,379.609776
146.630412,48,379.684463
145.880998,48,379.75011
147.380217,48,379.839371
146.630412,48,379.926909
147.380217,48,380.001093
147.380217,48,380.075357
146.630412,48,380.151358
146.630412,48,382.080216
147.380217,48,382.151391
147.380217,48,382.223696
147.380217,48,382.311862
146.630412,48,382.398508
145.130803,48,382.50475
147.380217,48,382.589635
147.380217,48,382.660539
147.380217,48,382.74839
146.630412,48,382.845018
147.380217,48,382.935055
146.630412,48,383.025592
145.880608,48,383.117346
146.630412,48,383.197504
146.630412,48,383.283685
145.880608,48,383.366368
146.630412,48,383.448645
147.380217,48,383.57337
147.380217,48,383.661654
146.630412,48,383.731989
146.630412,48,383.823705
146.630412,48,383.899832
146.630412,48,384.007626
146.630412,48,384.088349
147.380217,48,384.175286
145.880608,48,384.250453
146.630412,48,384.343805
146.630412,48,384.420642
147.380022,49,384.493302
146.630022,50,384.572693
145.130803,48,384.654173
147.380217,48,384.725818
145.880803,48,384.811752
147.380217,48,384.888453
146.630412,48,384.956094
146.630608,48,385.027233
145.880608,48,385.104566
147.380217,48,385.1869
146.630412,48,385.2646
146.630412,48,385.33924
147.380217,48,385.410704
147.380217,48,385.49875
147.380217,48,385.573535
147.380217,48,387.687269
146.630412,48,387.726693
147.380217,48,387.813545
147.380217,48,387.950876
146.630412,48,388.019527
147.380217,48,388.116448
146.630412,48,388.194161
146.630412,48,388.267497
147.380217,48,388.363457
146.630412,48,388.439686
146.630608,48,388.514366
147.380217,48,388.585435
145.130803,48,388.678477
147.380217,48,388.750621
147.380217,48,388.824389
147.380217,48,388.9173
146.630412,48,389.004445
147.380217,48,389.081808
147.380217,48,389.157052
147.380217,48,389.231254
147.380217,48,389.306727
147.380217,48,389.377476
146.630412,48,389.449927
147.380217,48,389.521313
145.880803,48,390.895305
147.380217,48,390.967763
147.380217,48,391.037399
146.630412,48,391.107667
147.380217,48,391.177081
146.630412,48,391.258404
145.880608,48,391.328891
146.630412,48,391.396817
146.630412,48,391.469341
146.630412,48,391.542534
146.533704,48,391.614691
147.380217,48,391.684819
147.380217,48,391.751236
147.380217,48,391.814515
146.630412,48,391.886125
147.380217,48,391.953742
146.630608,48,392.025198
147.380217,48,392.094481
146.630412,48,393.943674
147.380217,48,394.04099
146.630412,48,394.108992
147.380217,48,394.18784
147.380217,48,394.283266
145.880803,48,394.358547
147.380217,48,394.43365
147.380217,48,394.514477
146.630412,48,394.592642
146.630412,48,394.690072
146.630608,48,394.76524
147.380217,48,394.844873
146.630412,48,394.916433
147.380217,48,394.98583
147.380217,48,395.052012
147.380217,48,395.11899
147.380217,48,395.190149
147.380217,48,395.282009
146.630608,48,395.349211
146.630412,48,395.44135
147.380217,48,395.531011
147.380217,48,395.603317
146.630608,48,395.687752
146.630608,48,395.760736
147.380217,48,395.838615
145.880608,48,395.918387
146.630412,48,396.025051
147.380217,48,396.113881
147.380217,48,396.188151
147.380217,48,396.256282
145.880608,48,396.338596
147.380217,48,396.416776
147.380217,48,396.493272
146.630608,48,396.568303
147.380217,48,396.646968
147.380217,48,396.721298
147.380217,48,396.809769
146.630608,48,396.889731
145.880608,48,396.958869
147.380217,48,397.04143
147.380217,48,397.1216
146.630412,48,397.185875
147.380217,48,397.264626
147.380217,48,398.554553
146.630608,48,398.581764
146.630608,48,398.608363
146.630608,48,398.634942
147.380217,48,398.662546
147.380217,48,398.690395
146.630608,48,398.717961
147.380217,48,398.744794
146.630412,48,398.77258
147.380217,48,398.801142
146.630608,48,398.826746
147.380217,48,398.854862
145.880803,48,398.882021
146.630608,48,398.908607
147.380217,48,398.936472
146.630412,48,398.965244
145.881193,48,398.992294
147.380217,48,399.01888
146.630412,48,399.045728
146.630412,48,399.073479
147.380217,48,399.10005
147.380217,48,399.127867
147.380217,48,399.155967
147.380217,48,399.183745
147.380217,48,399.209821
147.380217,48,399.23767
147.380217,48,399.264752
147.380217,48,399.291795
146.630412,48,399.320378
147.380217,48,399.347938
147.380217,48,399.375038
147.380217,48,399.402105
146.630803,48,399.430684
147.380217,48,399.456793
147.380217,48,399.484384
146.630412,48,399.511451
147.380217,48,399.538701
147.380217,48,399.565804
147.380217,48,399.593375
147.380217,48,399.620451
146.630608,48,399.648264
145.880412,49,399.674391
147.380217,48,399.702438
147.380217,48,400.385617
147.380217,48,400.413665
146.630412,48,400.440449
147.380217,48,400.467567
146.630412,48,400.495314
146.630412,48,400.52337
145.880998,48,400.54995
147.380217,48,400.578057
147.380217,48,400.605652
147.380217,48,400.632701
146.630412,48,400.659806
147.380217,48,400.687458
147.380217,48,400.71503
147.380217,48,400.742304
147.380217,48,400.769887
147.380217,48,400.797382
146.630412,48,400.825153
147.380217,48,400.852754
146.630412,48,400.879335
147.380217,48,400.90692
146.630412,48,400.933706
146.630803,48,400.961328
147.380217,48,400.988081
146.630608,48,401.014674
147.380217,48,401.04126
147.380217,48,401.068965
147.380217,48,401.096579
147.380022,49,401.124058
147.380217,48,401.152122
147.380217,48,401.178944
147.380217,48,401.207534
146.630412,48,401.235319
145.880608,48,401.264414
147.380217,48,401.29258
146.630803,48,401.319181
146.630412,48,401.34686
147.380217,48,401.373945
147.380217,48,401.401998
147.380217,48,401.429694
146.630608,48,401.456904
147.380217,48,401.484489
147.380217,48,401.511544
146.630412,48,402.210777
147.380217,48,402.238382
146.630022,50,402.265498
146.630803,48,402.292539
147.380217,48,402.320091
147.380217,48,402.347821
147.380217,48,402.375923
146.630803,48,402.403495
146.630412,48,402.43157
147.380217,48,402.458765
146.630412,48,402.48763
147.380217,48,402.51422
147.380217,48,402.541467
147.380217,48,402.569063
147.380217,48,402.596868
147.380217,48,402.623585
147.380217,48,402.650652
147.380217,48,402.678101
147.380217,48,402.705685
147.380217,48,402.73373
147.380217,48,402.760816
146.630412,48,402.788508
147.380217,48,402.81609
147.380217,48,402.843666
146.630803,48,402.871312
147.380217,48,402.899898
147.380217,48,402.927481
147.380217,48,402.955673
147.380217,48,402.983734
147.380217,48,403.009437
147.380217,48,403.03706
147.380217,48,403.065242
147.380217,48,403.092704
147.380217,48,403.120427
147.380217,48,403.148052
147.380217,48,403.175257
147.380217,48,403.203299
147.380217,48,403.23008
147.380217,48,403.257739
146.630412,48,403.2848
146.630803,48,403.311712
147.380217,48,403.338903
146.630608,48,403.366585
147.380217,48,404.051075
146.630412,48,404.078507
146.630412,48,404.105335
147.380217,48,404.132515
146.630412,48,404.158587
147.380217,48,404.185971
147.380217,48,404.213552
145.880608,48,404.240923
146.630412,48,404.268599
146.630412,48,404.296246
147.380217,48,404.323744
147.380217,48,404.350625
146.630608,48,404.377589
147.380217,48,404.405911
146.630412,48,404.43188
145.880608,48,404.459647
147.380217,48,404.487812
147.380217,48,404.51464
145.035183,52,404.542711
145.880803,48,404.570323
147.380217,48,404.598423
146.630608,48,404.626417
146.630412,48,404.654508
146.630412,48,404.681285
146.630412,48,404.707844
145.880608,48,404.735368
146.630608,48,404.763383
146.630412,48,404.790766
147.380217,48,404.81933
146.630803,48,404.84755
146.630803,48,404.874745
146.630412,48,404.901778
147.380217,48,404.928319
147.380217,48,404.956471
146.630803,48,404.984698
145.131193,48,405.011732
146.630412,48,405.040621
145.880608,48,405.067479
147.380217,48,405.095014
147.380217,48,405.121772
